 Oter_2484,PL14,, ,Opitutus terrae PB90-1,ACB75766.1,B1ZSX7,  ,invalid,3,
 BSL056_19170,PL1,, ,Bacillus safensis KCTC 12796BP,APJ13335.1, ,  ,invalid,5,
 C6361_25915,PL1,, ,Plantactinospora sp. BC1,AVT34811.1, ,  ,invalid,,
 AU15_13725,PL5,, ,Marinobacter salarius R9SW1,AHI33240.1, ,  ,invalid,,
 ATC05_20130,PL7,, ,Pseudomonas aeruginosa VA-134,ALP59203.1, ,  ,invalid,1,
 Uvs119,PL1,, ,uncultured bacterium,AAP70369.1, ,  ,invalid,11,
 D9N00_14210,PL7,, ,Pseudomonas syringae pv. actinidiae P220,AYL15574.1, ,  ,invalid,1,
 BO993_18930 (fragment) ,PL9,, ,Xanthomonas oryzae pv. oryzae YN24,AZK88684.1, ,  ,invalid,,
 GFX43_004150,PL3,, ,Bacillus subtilis ZD01,QGU23070.1, ,  ,invalid,1,
 F9278_00745,PL31,, ,Streptomyces sp. GY16,QFQ94965.1, ,  ,invalid,,
 C1931_00235 (PelA),PL10,, ,Stenotrophomonas sp. YAU14A_MKIMI4_1,AWH31077.1, ,  ,invalid,1,
 ES968_03870,PL11,, ,Bacillus subtilis SRCM103697,QAW03228.1, ,  ,invalid,1,
 JCM19294_1657,PL28,, ,Nonlabens sediminis JCM 19294,GAK98035.1, ,  ,invalid,,
 FYC62_06820,PL8,, ,Pedobacter sp. CJ43,QEK51410.1, ,  ,invalid,2,
 SY83_03070 (fragment) ,PL35,, ,Paenibacillus swuensis DY6,ANE45470.1, ,  ,invalid,,
 SCE1572_50445,PL3,, ,Sorangium cellulosum So0157-2,AGP42009.1, ,  ,invalid,1,
 AN2543.2,PL11,, ,Aspergillus nidulans FGSC A4,EAA64648.1,C8VPS7Q5BA87,  ,invalid,2,
 unnamed protein product,PL1,, ,Fusarium graminearum PH-1,CEF84182.1, ,  ,invalid,10,
 B737_7300,PL11,, ,Amycolatopsis mediterranei RB,AGT87961.1, ,  ,invalid,1,
 YE0459,PL38,, ,Yersinia enterocolitica subsp. enterocolitica 8081,CAL10582.1, ,  ,invalid,,
 GM418_02660,PL35,, ,Prolixibacteraceae bacterium WC007,QGY42590.1, ,  ,invalid,,
 EGX81_12680,PL8,, ,Proteus vulgaris FDAARGOS_556,AYY81682.1, ,  ,invalid,2,
 pectate lyase (PelA;CJA_3104) (Pel10A),PL10,,4.2.2.2,Cellvibrio japonicus Ueda107,ACE85516.1,B3PDE6Q9F7L3,1GXM[A,B]1GXN[A]1GXO[A] ,invalid,1,characterized
 ES965_03855,PL11,, ,Bacillus subtilis SRCM103689,QAV83239.1, ,  ,invalid,1,
 A7319_04915 (AlgL),PL5,, ,Pseudomonas fluorescens L111,AOE72171.1, ,  ,invalid,1,
 ORF,PL28,, ,Arenitalea lutea,WP_019387681.1, ,  ,invalid,,
 EG349_00635,PL1,, ,Chryseobacterium shandongense G0207,AZA85404.1, ,  ,invalid,2,
 V22_24680 (Yesw_2),PL11,, ,Planctomycetes bacterium V22,QDT65221.1, ,  ,invalid,1,
 A6K25_16485,PL6,, ,Alteromonas stellipolaris PQQ-42,ANB23672.1, ,  ,invalid,1,
 DMT42_08680,PL1,, ,Streptomyces actuosus ATCC 25421,AWT42381.1, ,  ,invalid,6,
 YA91_00420,PL22,, ,Vibrio parahaemolyticus MAVP-26,ASZ49109.1, ,  ,invalid,1,
 CWS35_18870,PL12,, ,Bradyrhizobium sp. SK17,AUC96083.1, ,  ,invalid,3,
 CVS35_07835,PL1,, ,Pectobacterium atrosepticum 36A,ATY90270.1, ,  ,invalid,8,
 ALGA_3399,PL7,, ,Labilibaculum antarcticum SPP2,BAX81697.1, ,  ,invalid,5,
 GMX10_02630,PL11,, ,Pectobacterium polaris PZ1,QHQ23089.1, ,  ,invalid,1,
 CFBP2118_04115 (AlgL),PL5,, ,Pseudomonas syringae pv. syringae,SOQ02731.1, ,  ,invalid,1,
 A9C19_03735,PL15,, ,Bacillus weihaiensis Alg07,APH03943.1, ,  ,invalid,1,
 Mame_02312 (AlgL),PL5,, ,Martelella mediterranea DSM 17316 MACL11,AQZ51646.1, ,  ,invalid,,
 ID09_06430,PL8,, ,Streptococcus suis 6407,AIG43680.1, ,  ,invalid,1,
 AMD29_09345 (fragment) ,PL12,, ,Streptococcus agalactiae SG-M1,ALB16771.1, ,  ,invalid,1,
 pectate lyase,PL1,, ,Gossypium laxum,AEN70964.1, ,  ,invalid,1,
 GM418_05565,PL11,, ,Prolixibacteraceae bacterium WC007,QGY48052.1, ,  ,invalid,1,
 GBW32_28915,PL8,, ,Streptomyces tsukubensis AT3,QFR96330.1, ,  ,invalid,,
 SaO326_02106,PL8,, ,Staphylococcus aureus O326,AYC78844.1, ,  ,invalid,1,
 G5B91_26195,PL5,, ,Pseudomonas nitroreducens HBP1,QIE91031.1, ,  ,invalid,1,
 PRIO_1667,PL33,, ,Paenibacillus riograndensis SBR5,CQR53997.1, ,  ,invalid,2,
 F750_1318,PL26,, ,Streptomyces sp. PAMC 26508,AGJ53825.1, ,  ,invalid,,
 PX52LOC_02701,PL11,, ,Gemmataceae bacterium PX52,QEL15766.1, ,  ,invalid,1,
 ORF,PL4,, ,Solanum tuberosum,AFA41490.1, ,  ,invalid,,
 rhamnogalacturonate lyase (RhiE;Dda3937_01465),PL4,,4.2.2.23,Dickeya dadantii 3937,CAD27359.1,Q8RJP2,  ,invalid,4,
 BOP93_04700 (AlgL),PL5,, ,Pseudomonas orientalis F9,AUZ44907.1, ,  ,invalid,1,
 Salbus254_5149,PL31,, ,Streptomyces albus SM254,AMM11597.1, ,  ,invalid,,
 FPL04_18020,PL1,, ,Xanthomonas citri pv. glycines 2098,QDS17316.1, ,  ,invalid,6,
 BI317_11315,PL1,, ,Xanthomonas gardneri ICMP 7383,APP84667.1, ,  ,invalid,,
 A4V03_04700,PL15,, ,Bacteroides caecimuris I48,ANU59674.1, ,  ,invalid,2,
 A6R78_02805,PL1,, ,Bacillus velezensis SB1216,ANB82971.1, ,  ,invalid,6,
 A4E84_09495,PL3,, ,Streptomyces qaidamensis S10(2016),AMW09713.1, ,  ,invalid,4,
 CKA38_14305 (fragment) ,PL6,, ,Ereboglobus luteus Ho45,AWI10268.1, ,  ,invalid,2,
 SARI_02380,PL8,, ,Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980,ABX22243.1,A9ML73,  ,invalid,2,
 chondroitin lyase (Choa1),PL8,, ,Arthrobacter sp. GAG,ANC28180.1, ,  ,invalid,,
 SAMN05216202_0232,PL5,, ,Pseudomonas mucidolens LMG 2223,SDU83103.1, ,  ,invalid,1,
 C5Q97_10665,PL27,, ,Victivallales bacterium CCUG 44730,AVM45135.1, ,  ,invalid,,
 BWR22_11835,PL7,, ,Lacinutrix venerupis DOK2-8,APY00967.1, ,  ,invalid,5,
 SVTN_35245,PL6,, ,Streptomyces vietnamensis GIM4.0001,AJF68800.1, ,  ,invalid,2,
 XcvCFBP7112P_12435 (fragment) ,PL1,, ,Xanthomonas citri pv. vignicola CFBP7112,ASK96934.1, ,  ,invalid,,
 SaSA256_1055 (HylB),PL8,, ,Streptococcus agalactiae SA256,AUP24829.1, ,  ,invalid,1,
 GC089_06505,PL27,, ,Cellulomonas sp. JZ18,QGQ18952.1, ,  ,invalid,,
 SaSA1_1062 (HylB),PL8,, ,Streptococcus agalactiae SA1,AUO87086.1, ,  ,invalid,1,
 ADY53898.1,PL33,, ,Pseudopedobacter saltans DSM 12145,ADY53898.1, ,  ,invalid,1,
 AUQ45_1011 (HylP),PL16,, ,Streptococcus pyogenes AP53,AMY97567.1, ,  ,invalid,,
 FIU26_12555,PL9,, ,Bacillus subtilis FDAARGOS_606,QDD04638.1, ,  ,invalid,2,
 DYI28_01320,PL12,, ,Bacteroides ovatus 3725 D1 iv,QDM12489.1, ,  ,invalid,,
 GZH78_27725,PL7,, ,Pseudomonas fluorescens DR397,QIA05796.1, ,  ,invalid,1,
 C7121_14940,PL31,, ,Paenibacillus glucanolyticus W10507,AVV57315.1, ,  ,invalid,,
 D0812_09945,PL17,, ,Vibrio owensii 1700302,AYO14709.1, ,  ,invalid,1,
 D3H41_17405,PL7,, ,Vibrio neocaledonicus CGJ02-2,QCO87814.1, ,  ,invalid,5,
 AL492_11215,PL8,, ,Elizabethkingia anophelis FDAARGOS_134,AVF52161.1, ,  ,invalid,,
 J156_03667,PL4,, ,Xanthomonas citri pv. citri jx4,AJZ19095.1, ,  ,invalid,1,
 NCTC8068_04994 (AlyA),PL7,, ,Pseudomonas mucidolens NCTC8068,SQH36974.1, ,  ,invalid,1,
 EJP70_13285,PL7,, ,Pseudomonas aeruginosa SP2230,AZN52239.1, ,  ,invalid,1,
 A6F57_06415,PL6,, ,Alteromonas stellipolaris PQQ-44,ANB24872.1, ,  ,invalid,1,
 CDA59_15590,PL1,, ,Bacillus subtilis SR1,ASC83767.1, ,  ,invalid,6,
 SAMN04489716_3544,PL11,, ,Actinoplanes derwentensis DSM 43941,SDT38259.1, ,  ,invalid,1,
 CH59_121 (OgL),PL22,, ,Yersinia pestis PBM19,AJI92245.1, ,  ,invalid,1,
 TIA2EST22_01875,PL8,, ,Cutibacterium acnes TypeIA2 P.acn17,AEW80707.1, ,  ,invalid,,
 EJJ25_04810,PL22,, ,Klebsiella pneumoniae C789,QGM56748.1, ,  ,invalid,1,
 pectate lyase,PL1,,4.2.2.9,Bacillus sp. (in: Bacteria) I534,AAE59749.1, ,  ,invalid,5,
 RM28_11895,PL8,, ,Staphylococcus aureus 27b_MRSA,AJC43808.1, ,  ,invalid,1,
 SaO217_2102,PL8,, ,Staphylococcus aureus O217,QBX60168.1, ,  ,invalid,1,
 C5P47_04090,PL8,, ,Streptococcus pyogenes NGAS979,AWS23134.1, ,  ,invalid,1,
 BRAA08T34262Z,PL4,, ,Brassica rapa,VDD05865.1, ,  ,invalid,2,
 AL480_07830,PL17,, ,Stenotrophomonas maltophilia FDAARGOS_92,AVH90743.1, ,  ,invalid,2,
 DBX28_07450,PL5,, ,Pseudomonas aeruginosa IMP66,QEF89087.1, ,  ,invalid,1,
 PA8281_00749 (AlgL),PL5,, ,Pseudomonas aeruginosa PA8281,AOX31798.1, ,  ,invalid,1,
 Fjoh_4248,PL10,, ,Flavobacterium johnsoniae UW101,ABQ07256.1,A5FC12,  ,invalid,1,
 C4J92_1022,PL5,, ,Pseudomonas sp. R3-18-08,AZF14522.1, ,  ,invalid,1,
 A7U46_009830,PL8,, ,Staphylococcus aureus subsp. aureus 3020.CO1,AUI13249.1, ,  ,invalid,1,
 C7S18_00645,PL1,, ,Ahniella affigens D13,AVP95795.1, ,  ,invalid,,
 CFP59_06807 (PelL),PL9,, ,Streptomyces sp. M56,AUA14628.1, ,  ,invalid,3,
 AL024_08465,PL9,, ,Enterococcus faecium ISMMS_VRE_10,AOM38770.1, ,  ,invalid,1,
 J166_03254,PL1,, ,Xanthomonas citri pv. citri AW14,AJZ49969.1, ,  ,invalid,,
 D5F51_02560,PL17,, ,Yersinia hibernica CFS1934,QAX77538.1, ,  ,invalid,1,
 AC613_17840,PL4,, ,Xanthomonas citri pv. fuscans ISO118C1,AZU18848.1, ,  ,invalid,1,
 CTJ15_11445,PL5,, ,Roseomonas sp. FDAARGOS_362,ATR20851.1, ,  ,invalid,,
 pectate lyase D, partial (PelD) (fragment) ,PL3,, ,Fusarium oxysporum RBG5857,ALI89066.1, ,  ,invalid,2,
 hyaluronate lyase (HylB),PL8,, ,Streptococcus equi subsp. zooepidemicus ATCC 39920,AHJ09603.1, ,  ,invalid,1,
 PAI-R2-ORF24,PL3,, ,Pseudomonas viridiflava LH204.1A,AAX58503.1,A8E471,  ,invalid,1,
 C663_0736,PL26,, ,Bacillus subtilis XF-1,AGE62579.1, ,  ,invalid,,
 NCTC5371_00739 (HylB),PL8,, ,Streptococcus dysgalactiae subsp. equisimilis NCTC5371,SQF77647.1, ,  ,invalid,1,
 PCL1606_50780,PL5,, ,Pseudomonas chlororaphis PCL1606,AKA26525.1, ,  ,invalid,1,
 NCTC5660_02491 (Hysa2),PL8,, ,Staphylococcus aureus NCTC5660,VDZ36132.1, ,  ,invalid,1,
 Spa2297_31770,PL12,, ,Streptomyces parvulus 2297,ANJ11168.1, ,  ,invalid,3,
 B7W87_18895,PL7,, ,Pseudomonas aeruginosa PASGNDM699,ARJ01562.1, ,  ,invalid,1,
 UP12_18040,PL1,, ,Bacillus pumilus SH-B9,AMM99533.1, ,  ,invalid,5,
 BAMMD1_0704 (PeL),PL1,, ,Bacillus velezensis B25,CUX92621.1, ,  ,invalid,6,
 CSACC_19760 (PelL),PL9,, ,Clostridium saccharobutylicum BAS/B3/SW/136,AQS00160.1, ,  ,invalid,,
 CGB_G4370W,PL14,, ,Cryptococcus gattii WM276,ADV23512.1, ,  ,invalid,3,
 S100761_00798 (YesW),PL11,, ,Bacillus subtilis subsp. subtilis SRCM100761,ASB56148.1, ,  ,invalid,1,
 EM6_0832,PL40,, ,Asticcacaulis excentricus M6,BBF80253.1, ,  ,invalid,,
 SYN_01137,PL1,, ,Syntrophus aciditrophicus SB,ABC76269.1,Q2LPQ8,  ,invalid,2,
 OPIT5_12025,PL34,, ,Opitutaceae bacterium TAV5,AHF90825.1, ,  ,invalid,,
 BASU_0721 (PeL),PL1,, ,Bacillus velezensis UCMB5113,CDG25022.1, ,  ,invalid,6,
 CMV30_08190,PL1,, ,Verrucomicrobia bacterium HZ-65,ATC63933.1, ,  ,invalid,,
 Javan456_0055,PL16,, ,Streptococcus phage Javan456,QBX28549.1, ,  ,invalid,,
 CEB94_09950,PL3,, ,Streptomyces hawaiiensis ATCC 12236,QCD55144.1, ,  ,invalid,4,
 ETR14_05315,PL10,, ,Sphingosinicella sp. BN140058,QAY79733.1, ,  ,invalid,2,
 FBF55_24265,PL22,, ,Klebsiella pneumoniae C2343,QHU70085.1, ,  ,invalid,1,
 ORF (fragment) ,PL7,, ,uncultured bacterium,BBA30904.1, ,  ,invalid,5,
 ZP_02868286.1,PL8,, ,Clostridium spiroforme DSM 1552,ZP_02868286.1,B1C4V9,  ,invalid,,
 PAO1OR3212,PL7,, ,Pseudomonas aeruginosa PAO1_Orsay,CTQ38109.1, ,  ,invalid,1,
 S100141_02532,PL1,, ,Bacillus licheniformis SRCM100141,ARW43851.1, ,  ,invalid,8,
 C1A40_15215,PL7,, ,Tamlana sp. UJ94,AUS06708.1, ,  ,invalid,3,
 ambt_09810,PL6,, ,Alteromonas naphthalenivorans,AEF03488.1, ,  ,invalid,1,
 PVE_R1G5590,PL7,, ,Pseudomonas veronii 1YdBTEX2,SBW83470.1, ,  ,invalid,1,
 SAMN05192545_0155,PL6,, ,Maribacter sp. MAR_2009_60,SDR79595.1, ,  ,invalid,1,
 BN863_10340,PL40,, ,Formosa agariphila KMM 3901,CDF78746.1, ,  ,invalid,,
 FFUJ_01825,PL1,, ,Fusarium fujikuroi IMI 58289,CCT61695.1, ,  ,invalid,4,
 CD200_07230,PL1,, ,Bacillus licheniformis CBA7132,AWV40225.1, ,  ,invalid,6,
 HPL003_15530,PL1,, ,Paenibacillus terrae HPL-003,AET59854.1, ,  ,invalid,8,
 SAMN05192588_2774,PL10,, ,Nonlabens sp. Hel1_33_55,SCY41802.1, ,  ,invalid,1,
 DN051_36165,PL38,, ,Streptomyces sp. ZFG47,AWW41438.1, ,  ,invalid,,
 BLi02095 or BL01495 (YwoF),PL9,, ,Bacillus licheniformis DSM 13 = ATCC 14580,AAU40984.3,Q65IY0,  ,invalid,2,
 C4J93_1004,PL5,, ,Pseudomonas sp. R2-37-08W,AZF09218.1, ,  ,invalid,1,
 FPZ54_03245,PL6,, ,Sphingomonas sp. XS-10,QDX28080.1, ,  ,invalid,1,
 EKG83_21945,PL7,, ,Saccharothrix syringae NRRL B-16468,QFZ19738.1, ,  ,invalid,3,
 PL78_01905,PL38,, ,Yersinia entomophaga MH96,ANI28591.1, ,  ,invalid,,
 CJ739_1069,PL22,, ,Mariniflexile sp. TRM1-10,AXP80162.1, ,  ,invalid,,
 SY85_03620,PL1,, ,Flavisolibacter tropicus LCS9,ANE53298.1, ,  ,invalid,2,
 TOL2_C36600 (fragment),PL9,, ,Desulfobacula toluolica Tol2,CCK81816.1, ,  ,invalid,2,
 ETT62_06275,PL16,, ,Streptococcus pyogenes emm78.3,QCK44793.1, ,  ,invalid,,
 EH204_21810,PL9,, ,Pectobacterium carotovorum subsp. carotovorum JR1.1,QHP60356.1, ,  ,invalid,1,
 B14_01411 (PelB),PL1,, ,Bacillus licheniformis SCDB 14,ARC64412.1, ,  ,invalid,8,
 CMV30_15650,PL1,, ,Verrucomicrobia bacterium HZ-65,ATC66185.1, ,  ,invalid,2,
 endo-β-1,4-glucuronan lyase (Caci_1606),PL7,,4.2.2.14,Catenulispora acidiphila DSM 44928,ACU70527.1,C7QBF0,  ,invalid,4,characterized
 NCTC10341_01498 (Pel_1),PL1,, ,Bacillus licheniformis NCTC10341,VEH77617.1, ,  ,invalid,6,
 CJA_0044 (Pel1C),PL1,, ,Cellvibrio japonicus Ueda107,ACE82841.1,B3PFC8,  ,invalid,11,
 BZ17_2063,PL38,, ,Yersinia pseudotuberculosis IP 32953,AJJ56775.1, ,  ,invalid,,
 PAI-R2-ORF24,PL3,, ,Pseudomonas viridiflava DUD4.5A,AAX58461.1,A8E429,  ,invalid,1,
 unnamed protein product,PL3,, ,Fusarium graminearum PH-1,CEF78807.1, ,  ,invalid,2,
 CDL62_02245,PL1,, ,Alkalitalea saponilacus DSM 24412,ASB48047.1, ,  ,invalid,2,
 T15_0748,PL12,, ,Streptococcus suis T15,AGZ22851.1, ,  ,invalid,1,
 Ser39006_1075,PL1,, ,Serratia sp. ATCC 39006,AGU86290.1, ,  ,invalid,8,
 TUE45_pSRTUE45c_0469 (YesW),PL11,, ,Streptomyces reticuli,CUW33101.1, ,  ,invalid,1,
 SR187_3375,PL8,, ,Streptococcus ruminantium GUT187T,BBA92284.1, ,  ,invalid,1,
 SAMN05216558_0131,PL5,, ,Pseudomonas vancouverensis BS3656,SDU87088.1, ,  ,invalid,1,
 GTH23_02315,PL8,, ,Proteus cibarius ZF1,QIF92144.1, ,  ,invalid,2,
 LA59_06840,PL6,, ,Vibrio harveyi ATCC 33843 (392 [MAV]),AIV05192.1, ,  ,invalid,,
 AWN76_018400,PL39,, ,Rhodothermaceae bacterium RA,ARA94931.1, ,  ,invalid,,
 pectate lyase 1 (Pel-1),PL1,,4.2.2.2,Colletotrichum gloeosporioides f. sp. malvae,AAD43564.1,Q9Y892,  ,invalid,7,characterized
 BcellWH2_04225 (Yesw_2),PL11,, ,Bacteroides cellulosilyticus WH2,ALJ61442.1, ,  ,invalid,1,
 ACTI_67160 (fragment) ,PL11,, ,Actinoplanes sp. OR16,BBH70031.1, ,  ,invalid,1,
 EBA24_05580,PL4,, ,Xanthomonas oryzae pv. oryzae PXO421,QBO13002.1, ,  ,invalid,1,
 CRN80_02755,PL5,, ,Pseudomonas sp. FDAARGOS_380,ATN08640.1, ,  ,invalid,1,
 BS614_19620,PL11,, ,Paenibacillus xylanexedens PAMC 22703,APO46020.1, ,  ,invalid,1,
 ZT1A5_G1376,PL3,, ,Zymoseptoria tritici ST99CH_1A5,SMY19941.1, ,  ,invalid,2,
 alginate lyase (AkAly30),PL14,,4.2.2.3,Aplysia kurodai,BAJ72675.1, ,5GMT[A,B] ,invalid,3,characterized
 AUC50_11830,PL8,, ,Staphylococcus aureus RIVM3897,ALS86517.1, ,  ,invalid,1,
 BWZ32_16660,PL8,, ,Vibrio vulnificus VV2014DJH,AUJ36485.1, ,  ,invalid,,
 C0J56_27940,PL7,, ,Pseudomonas fluorescens 2P24,AUM72272.1, ,  ,invalid,1,
 AW14_13445,PL37,, ,Siansivirga zeaxanthinifaciens CC-SAMT-1,AJR04509.1, ,  ,invalid,,
 SLCG_2439,PL8,, ,Streptomyces lincolnensis LC-G,AXG53594.1, ,  ,invalid,,
 XCV2278 (XopE2),PL9,, ,Xanthomonas campestris pv. vesicatoria str. 85-10,CAJ23955.1,Q3BTA4,  ,invalid,1,
 FOB70_06385,PL22,, ,Vibrio parahaemolyticus FDAARGOS_662,QET85021.1, ,  ,invalid,1,
 CKF44_003048,PL14,, ,Cryptococcus neoformans var. grubii KN99,AUB26578.1, ,  ,invalid,3,
 SACE_4362,PL3,, ,Saccharopolyspora erythraea NRRL 2338,CAM03631.1,A4FHV6,  ,invalid,4,
 HMPREF9228_0390,PL27,, ,Bifidobacterium breve ACS-071-V-Sch8b,AEF26984.1, ,  ,invalid,,
 I598_2468 (Pel_1),PL1,, ,Isoptericola dokdonensis DS-3,ANC32005.1, ,  ,invalid,5,
 YEY1_07190,PL22,, ,Yersinia enterocolitica subsp. palearctica Y1,QBP98593.1, ,  ,invalid,1,
 CIBE_3809,PL9,, ,Clostridium beijerinckii,CUU48905.1, ,  ,invalid,2,
 EGV93_21335,PL7,, ,Pseudomonas aeruginosa H25883,AYW61390.1, ,  ,invalid,1,
 C7M27_01731 (PelB),PL1,, ,Bacillus subtilis SRCM102749,QHM05794.1, ,  ,invalid,8,
 ORF (fragment) ,PL20,, ,Mycothermus thermophilus,ASL68493.1, ,  ,invalid,,
 IX49_01165,PL7,, ,Cellulophaga lytica HI1,AIM59209.1, ,  ,invalid,,
 MRY16002_c2530 (PelX),PL9,, ,Escherichia coli 20Ec-P-124,BAX09587.1, ,  ,invalid,1,
 SPYALAB49_000550,PL12,, ,Streptococcus pyogenes Alab49,AEQ24154.1, ,  ,invalid,1,
 pectate lyase,PL1,, ,Zea mays,AAA16476.1,Q43862,  ,invalid,1,
 GT409_06540,PL8,, ,Kiritimatiellaeota bacterium S-5007,QHI69118.1, ,  ,invalid,2,
 DEJ49_29115,PL8,, ,Streptomyces venezuelae ATCC 14585,QES44517.1, ,  ,invalid,,
 XM56_09325,PL2,, ,Yersinia enterocolitica KNG22703,ALG78598.1, ,  ,invalid,2,
 TJEJU_2489 (Alya2),PL7,, ,Tenacibaculum jejuense KCTC 22618,SNR16173.1, ,  ,invalid,,
 DN756_18635,PL38,, ,Yersinia pseudotuberculosis IP2666pIB1,AZA31850.1, ,  ,invalid,,
 NCTC13727_03715,PL2,, ,Klebsiella oxytoca NCTC13727,VEF70049.1, ,  ,invalid,1,
 EGX47_04640,PL38,, ,Yersinia pseudotuberculosis FDAARGOS_581,AYW90685.1, ,  ,invalid,,
 FGRAMCML3066_01t07101.1,PL3,, ,Fusarium graminearum,CZS78608.1, ,  ,invalid,2,
 DDE74_28255,PL8,, ,Streptomyces lydicus WYEC 108,AZS76712.1, ,  ,invalid,,
 ES969_03955,PL26,, ,Bacillus subtilis SRCM103576,QAV99280.1, ,  ,invalid,,
 S101359_00761 (fragment) ,PL11,, ,Bacillus atrophaeus SRCM101359,ARW05789.1, ,  ,invalid,1,
 endo-hyaluronan lyase (BcellWH2_04512; BACWH2_4253),PL33,,4.2.2.1,Bacteroides cellulosilyticus WH2,ALJ61728.1, ,  ,invalid,1,
 DB248_06550,PL16,, ,Streptococcus pyogenes CCUG 4207,QAB34870.1, ,  ,invalid,,
 BZ19_2453,PL8,, ,Yersinia pseudotuberculosis str. PA3606,AJK15948.1, ,  ,invalid,2,
 FFV09_20985,PL33,, ,Saccharibacillus brassicae ATSA2,QDH23112.1, ,  ,invalid,2,
 LH991_05990,PL33,, ,Lactobacillus harbinensis LH991,QFR63551.1, ,  ,invalid,2,
 B7C62_00095,PL8,, ,Kitasatospora albolonga YIM 101047,ARF70821.1, ,  ,invalid,,
 DDT10_18755,PL1,, ,Bacillus amyloliquefaciens ALB79,AWM53596.1, ,  ,invalid,8,
 BZ17_3545,PL8,, ,Yersinia pseudotuberculosis IP 32953,AJJ56520.1, ,  ,invalid,2,
 DFG54_18800,PL1,, ,Xanthomonas campestris pv. campestris Xcc8004_Xcc2,QCX72522.1, ,  ,invalid,6,
 DZV55_05625,PL8,, ,Streptococcus pyogenes MGAS28669,QBB52388.1, ,  ,invalid,1,
 DB32_005387,PL6,, ,Sandaracinus amylolyticus DSM 53668,AKF08238.1, ,  ,invalid,1,
 AA105_07005,PL8,, ,Streptococcus suis NSUI002,ALA28993.1, ,  ,invalid,1,
 FA024_02580,PL1,, ,Bacillus subtilis NRS 231,QCJ16104.1, ,  ,invalid,6,
 AM586_08675,PL12,, ,Massilia sp. WG5,ALK99447.1, ,  ,invalid,,
 BVDSYZ_18515,PL9,, ,Bacillus velezensis DSYZ,AWX73894.1, ,  ,invalid,2,
 GQ674_00010 (fragment) ,PL6,, ,Stenotrophomonas sp. 364,QHB73995.1, ,  ,invalid,1,
 DEO72_LG2g2796 (fragment) ,PL1,, ,Vigna unguiculata,QCD82458.1, ,  ,invalid,1,
 D1Y71_04230,PL22,, ,Klebsiella pneumoniae 121,QCC79633.1, ,  ,invalid,1,
 Cups a 1 (Cupa1),PL1,, ,Hesperocyparis arizonica,CAC37790.2,Q93XL6Q9SCG9,  ,invalid,1,
 ASL14_06945,PL11,, ,Paenibacillus sp. IHB B 3084,ALP35944.1, ,  ,invalid,1,
 hyaluronidase (HylA) (fragment),PL8,, ,Streptococcus suis SS2-1,ADC54171.1, ,  ,invalid,,
 Pmen_1024,PL5,, ,Pseudomonas mendocina ymp,ABP83792.1,A4XR26,  ,invalid,1,
 BBD42_08170,PL11,, ,Paenibacillus sp. BIHB4019,ANY66438.1, ,  ,invalid,1,
 pectate lyase 2 (Pel2) (partial),PL3,, ,Globodera rostochiensis,ACO37143.1,C1KBM4,  ,invalid,2,
 CEF21_18070,PL17,, ,Bacillus sp. FJAT-42376,AZB44070.1, ,  ,invalid,,
 FAZ90_06500,PL15,, ,Vibrio cyclitrophicus ECSMB14105,QCI70739.1, ,  ,invalid,,
 E9099_09530,PL17,, ,Psychroserpens sp. NJDZ02,QCE41644.1, ,  ,invalid,2,
 pectate lyase,PL1,, ,Erwinia sp. BTC105,ABF59812.1,Q1G403,  ,invalid,3,
 FEO92_06730,PL5,, ,Stenotrophomonas maltophilia PEG-42,QGL92081.1, ,  ,invalid,,
 LI89_02600,PL38,, ,Yersinia enterocolitica FORC-002,ALG43652.1, ,  ,invalid,,
 AWC35_21235,PL26,, ,Gibbsiella quercinecans FRB97,ATA21660.1, ,  ,invalid,,
 CFBP7129_14620,PL5,, ,Agrobacterium tumefaciens CFBP7129,QCL95531.1, ,  ,invalid,,
 NCTC13745_00583,PL16,, ,Streptococcus pyogenes NCTC13745,SQH47662.1, ,  ,invalid,,
 BT_4172; BT4172,PL26,, ,Bacteroides thetaiotaomicron VPI-5482,AAO79277.1, ,  ,invalid,,
 Bovatus_04421 (Yesx_2),PL11,, ,Bacteroides ovatus ATCC 8483,ALJ49014.1, ,  ,invalid,1,
 BW730_12375,PL8,, ,Tessaracoccus aquimaris NSG39,AQP48174.1, ,  ,invalid,,
 BZ22_1572,PL8,, ,Yersinia pseudotuberculosis YPIII,AJJ60059.1, ,  ,invalid,2,
 SAMN06298216_1612,PL10,, ,Cytophagales bacterium TFI 002,SOE21140.1, ,  ,invalid,1,
 N018_06330,PL1,, ,Pseudomonas syringae CC1557,AHG39880.1, ,  ,invalid,,
 CSW63_17865,PL38,, ,Caulobacter sp. FWC26,AZS22335.1, ,  ,invalid,,
 CA2015_3293,PL35,, ,Cyclobacterium amurskyense KCTC 12363,AKP52685.1, ,  ,invalid,,
 SAMN04489810_3488,PL35,, ,Microbacterium pygmaeum DSM 23142,SDH62876.1, ,  ,invalid,,
 polysaccharide lyase family protein 4 (Pl4-4),PL4,, ,Dendroctonus ponderosae,ADU33331.1, ,  ,invalid,4,
 BTH44_05635,PL8,, ,Streptococcus agalactiae S13,APO41878.1, ,  ,invalid,1,
